service_list,svc28,Additional,,,"On Call Bidan Menginap 24 Jam",,Pengasuhan dan pemantauan bayi 24 jam dengan sistem 3 shift termasuk memandikan tummy time baby massage dan mencuci botol.,,24 Jam,,,,,,,,,,,,,,,,,,,,,,27
about_page,,,,,,,,,,,,,,,,,,,,,,,,,Platform pendamping untuk ibu dan keluarga.,clevermom.id membantu pengguna mengakses informasi layanan membership dan pengalaman perawatan yang lebih terstruktur.,,,,,,,1
about_values,,,,,Pendampingan yang hangat,,Clevermom hadir untuk membantu ibu memahami kebutuhan tumbuh kembang anak dengan pendekatan yang dekat jelas dan praktis.,,,,,,,,,,,,,,,,,,,,,,,,1
about_values,,,,,Akses layanan yang mudah,,Kami merancang pengalaman yang sederhana agar konsultasi treatment dan informasi membership bisa diakses dengan cepat dari satu tempat.,,,,,,,,,,,,,,,,,,,,,,,,2
about_locations,branch-bintaro,,,,,,,,,,,,,,Clevermom Bintaro,"Bintaro, Tangerang Selatan",https://www.google.com/maps/search/?api=1&query=Clevermom+Bintaro,,,,,,,,,,,,1
help_page,,,,,,,,,,,,,,,,,,,,Butuh bantuan langsung?,Hubungi admin CleverMom melalui WhatsApp untuk mendapatkan respon yang lebih cepat.,Hubungi via WhatsApp,6281932618816,,Customer bisa melihat bantuan dan menghubungi tim dengan cepat.,Halaman ini merangkum topik bantuan utama yang paling sering dibutuhkan oleh Mom saat menggunakan layanan CleverMom.,,,,,,1
help_topics,help-1,,,,Konsultasi layanan,,Tanyakan rekomendasi treatment jadwal atau kebutuhan perawatan ibu dan bayi.,,,,,,,,,,,,,,,,,,,,,,,,1
help_topics,help-2,,,,Informasi promo,,Mom bisa meminta detail promo yang sedang berjalan sebelum melakukan booking.,,,,,,,,,,,,,,,,,,,,,,,,2
help_topics,help-3,,,,Bantuan akun,,Jika ada kendala akses atau pertanyaan umum seputar penggunaan website tim kami siap membantu.,,,,,,,,,,,,,,,,,,,,,,,,3
member_summary,user-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mom@example.com,-,120,1
member_menus,,,,,,,,,,,,,,,,,,,,,,,,,,,,settings,#,,,1
member_menus,,,,,,,,,,,,,,,,,,,,,,,,,,,,help,/menu/bantuan,,,2
member_menus,,,,,,,,,,,,,,,,,,,,,,,,,,,,about,/menu/about,,,3
member_menus,,,,,,,,,,,,,,,,,,,,,,,,,,,,terms,/menu/terms,,,4
